Reference	ID	Tags	OrigWords	Occurrence	TWLink
13:25	v4t2	keyterm	לִ⁠בְנֵי⁠הֶ֔ם	1	rc://*/tw/dict/bible/kt/son
13:25	xf88	keyterm	לִ⁠בְנֵי⁠כֶ֖ם	1	rc://*/tw/dict/bible/kt/son
13:26	nngm	keyterm	חָטָֽא	1	rc://*/tw/dict/bible/kt/sin
13:26	va9p	name	שְׁלֹמֹ֣ה	1	rc://*/tw/dict/bible/names/solomon
13:26	zyvj		מֶ֣לֶךְ	1	rc://*/tw/dict/bible/other/king
13:26	mnx5	keyterm	יִשְׂרָאֵ֡ל	1	rc://*/tw/dict/bible/kt/israel
13:26	kfhf		וּ⁠בַ⁠גּוֹיִ֣ם	1	rc://*/tw/dict/bible/other/nation
13:26	v9wz		מֶ֜לֶךְ	1	rc://*/tw/dict/bible/other/king
13:26	cj9g	keyterm	וְ⁠אָה֤וּב	1	rc://*/tw/dict/bible/kt/beloved
13:26	aet4	keyterm	לֵֽ⁠אלֹהָי⁠ו֙	1	rc://*/tw/dict/bible/kt/god
13:26	et3a	keyterm	אֱלֹהִ֔ים	1	rc://*/tw/dict/bible/kt/god
13:26	hexz		מֶ֖לֶךְ	1	rc://*/tw/dict/bible/other/king
13:26	qmfk	keyterm	יִשְׂרָאֵ֑ל	1	rc://*/tw/dict/bible/kt/israel
13:26	fxrd	keyterm	הֶחֱטִ֔יאוּ	1	rc://*/tw/dict/bible/kt/sin
13:26	jy3d		הַ⁠נָּכְרִיּֽוֹת	1	rc://*/tw/dict/bible/other/foreigner
13:27	bgh3	keyterm	הָ⁠רָעָ֤ה	1	rc://*/tw/dict/bible/kt/evil
13:27	sdgu	keyterm	לִ⁠מְעֹ֖ל	1	rc://*/tw/dict/bible/kt/faithless
13:27	rskj	keyterm	בֵּֽ⁠אלֹהֵ֑י⁠נוּ	1	rc://*/tw/dict/bible/kt/god
13:27	djrz		נָכְרִיּֽוֹת	1	rc://*/tw/dict/bible/other/foreigner
13:28	gg3a	keyterm	וּ⁠מִ⁠בְּנֵ֨י	1	rc://*/tw/dict/bible/kt/son
13:28	nsad	keyterm	בֶּן	1	rc://*/tw/dict/bible/kt/son
13:28	n2ft	keyterm	הַ⁠כֹּהֵ֣ן	1	rc://*/tw/dict/bible/kt/priest
13:28	aqu2	keyterm	הַ⁠כֹּהֵ֣ן הַ⁠גָּד֔וֹל	1	rc://*/tw/dict/bible/kt/highpriest
13:29	v8tm	keyterm	אֱלֹהָ֑⁠י	1	rc://*/tw/dict/bible/kt/god
13:29	zsq5		גָּאֳלֵ֣י	1	rc://*/tw/dict/bible/other/defile
13:29	m2j7	keyterm	הַ⁠כְּהֻנָּ֔ה	1	rc://*/tw/dict/bible/kt/priest
13:29	egu3	keyterm	וּ⁠בְרִ֥ית	1	rc://*/tw/dict/bible/kt/covenant
13:29	xk8b	keyterm	הַ⁠כְּהֻנָּ֖ה	1	rc://*/tw/dict/bible/kt/priest
13:29	sg9n	name	וְ⁠הַ⁠לְוִיִּֽם	1	rc://*/tw/dict/bible/names/levite
13:30	j75n	keyterm	וְ⁠טִֽהַרְתִּ֖י⁠ם	1	rc://*/tw/dict/bible/kt/purify
13:30	wdtt	keyterm	לַ⁠כֹּהֲנִ֥ים	1	rc://*/tw/dict/bible/kt/priest
13:30	f6tr	name	וְ⁠לַ⁠לְוִיִּ֖ם	1	rc://*/tw/dict/bible/names/levite
13:31	kujc		וְ⁠לַ⁠בִּכּוּרִ֑ים	1	rc://*/tw/dict/bible/other/firstfruit
13:31	uuhn	keyterm	אֱלֹהַ֖⁠י	1	rc://*/tw/dict/bible/kt/god
13:31	buzp	keyterm	לְ⁠טוֹבָֽה	1	rc://*/tw/dict/bible/kt/good
